,Al,Si,S,K,Ca,Ti,Mn,Fe,Cu,Zn,Hg,Pb,Sr
137f.1,200.80989583333334,633.5078125,1100.0,583.0,2904.8697916666665,752.2473958333334,197.33333333333334,6235.23046875,6900.873697916667,503.8372395833333,280.8483072916667,315.6790364583333,771.1575520833334
138f.1,154.27083333333334,652.3671875,2028.0625,1335.875,2809.5729166666665,1089.0234375,544.9518229166666,15399.261393229166,6435.489583333333,616.0078125,312.2298177083333,343.5208333333333,525.7063802083334
139f.2,398.0625,2162.3020833333335,5475.916666666667,847.625,4682.947916666667,927.3248697916666,197.58333333333334,4563.726236979167,6862.791341145833,428.90625,302.5377604166667,283.2408854166667,576.845703125
140,483.9270833333333,2561.8333333333335,4582.5,1206.6875,2001.2291666666667,1022.013671875,290.1041666666667,6979.291015625,6929.994140625,500.767578125,245.97916666666666,247.12272135416666,374.2890625
141f.3,215.72526041666666,798.708984375,1646.0,756.25,2826.359375,1064.8984375,347.46875,12256.666666666666,6701.659830729167,487.1676432291667,312.6083984375,326.9036458333333,614.9361979166666
142,226.20833333333334,1013.30859375,1736.625,1209.9375,6504.989583333333,1023.4108072916666,415.25,11601.401692708334,6040.332682291667,522.6770833333334,245.54166666666666,390.2955729166667,1388.7135416666667
142f.1,238.35188802083334,592.4781901041666,1400.5416666666667,558.75,3115.6875,793.8333333333334,164.20833333333334,4579.779296875,7109.942057291667,372.4381510416667,298.1282552083333,305.0110677083333,453.28125
143f.2,273.1875,1349.05859375,4810.583333333333,1469.4375,1473.2291666666667,1092.3294270833333,243.36458333333334,5944.056640625,6733.822916666667,453.1666666666667,194.34505208333334,240.72200520833334,372.03125
144,303.125,1152.75,2042.8333333333333,1441.0,2191.5520833333335,1135.6927083333333,322.1666666666667,10825.252604166666,6609.78515625,409.1656901041667,250.2841796875,334.1145833333333,282.1875
145A,429.625,2305.3958333333335,2739.0,622.0,1188.3902994791667,1032.53515625,171.5,4160.460286458333,7217.419596354167,433.0078125,347.6477864583333,288.6315104166667,243.03580729166666
146,337.375,1650.0416666666667,5175.166666666667,775.0,1101.5833333333333,972.8753255208334,169.78385416666666,4091.1015625,7207.052083333333,381.3333333333333,267.6907552083333,246.58854166666666,238.18229166666666
147f.4,267.7083333333333,1469.1458333333333,4835.291666666667,1187.75,1594.6041666666667,969.8893229166666,247.671875,5711.396484375,6946.618815104167,353.7998046875,313.5572916666667,332.6302083333333,261.8541666666667
148,389.2291666666667,1870.375,2390.875,721.9375,1381.0,1054.4010416666667,247.95833333333334,4773.8984375,7153.8818359375,544.0,297.3307291666667,270.8190104166667,267.7174479166667
149f.2,504.0,2703.8697916666665,5656.520833333333,1465.0625,1881.5,1089.4947916666667,380.296875,6120.900065104167,6967.3359375,367.9934895833333,310.7220052083333,291.9788411458333,308.2454427083333
150,405.5625,2098.3229166666665,4632.9375,1050.75,1911.1041666666667,1129.7708333333333,360.7369791666667,7996.763020833333,6785.188802083333,393.1302083333333,375.59375,319.2682291666667,320.1419270833333
151,166.2421875,440.6790364583333,976.6666666666666,369.625,9105.817708333334,765.8541666666666,253.09895833333334,5546.946614583333,6520.277669270833,431.421875,338.3502604166667,330.671875,1951.7307942708333
152,458.1041666666667,2937.8411458333335,4127.666666666667,1176.4375,2294.484375,1127.8528645833333,378.3958333333333,7536.303059895833,6838.784830729167,371.4270833333333,324.0911458333333,258.34375,247.28190104166666
153,389.0625,1961.4375,3102.5,916.875,2644.8541666666665,971.7083333333334,259.1041666666667,5604.598958333333,6876.318359375,364.8307291666667,254.01953125,263.3385416666667,357.8717447916667
154,742.0416666666666,3665.9375,2015.5416666666667,562.25,452.171875,1005.3125,246.125,3454.96484375,7258.680338541667,414.8372395833333,285.7838541666667,333.486328125,188.10221354166666
155f.1,219.25,698.34375,3111.4583333333335,638.8125,1651.1979166666667,919.0625,200.24739583333334,5882.128255208333,7147.470377604167,381.828125,251.68098958333334,256.4401041666667,270.7799479166667
155,226.68359375,904.7213541666666,2056.2291666666665,1202.4375,2018.0989583333333,1121.3997395833333,320.1458333333333,11735.873046875,6619.698893229167,565.193359375,266.080078125,490.0670572916667,324.4303385416667
156,172.66666666666666,512.2044270833334,1293.2708333333333,681.875,6036.546875,791.3294270833334,210.8359375,7113.887044270833,6417.696614583333,423.734375,259.0859375,326.5188802083333,1127.3541666666667
157,372.5,1883.8828125,4683.666666666667,1444.9375,1246.1666666666667,1023.6666666666666,299.5625,5107.632486979167,7081.864908854167,419.5234375,293.4186197916667,304.4283854166667,262.3333333333333
158f.1,683.5768229166666,4345.416666666667,6094.5625,1037.625,2165.7083333333335,1185.2740885416667,281.4453125,7659.727864583333,6880.868489583333,385.6783854166667,268.078125,346.75,298.8138020833333
159,166.91666666666666,842.3541666666666,3065.9166666666665,860.125,2398.703125,1023.697265625,529.7916666666666,11035.239908854166,6540.471354166667,522.3333333333334,286.3053385416667,251.96940104166666,248.12369791666666
160,562.1666666666666,3873.8333333333335,6393.333333333333,2951.9375,2666.6666666666665,1188.052734375,477.5286458333333,10381.078450520834,6410.703776041667,424.1796875,240.5546875,352.375,279.3958333333333
161,332.7291666666667,1415.7708333333333,6539.958333333333,2566.75,1782.625,1008.7161458333334,586.4166666666666,6979.5439453125,6689.674479166667,490.9420572916667,309.3958333333333,302.4075520833333,240.9560546875
162f.1,313.0208333333333,1352.875,5532.416666666667,808.3125,1407.3020833333333,994.5390625,181.20833333333334,4776.861979166667,7141.373372395833,365.2291666666667,316.7630208333333,284.8645833333333,365.42578125
163f.1,325.7291666666667,1527.75,5253.666666666667,655.5,1221.984375,1003.0947265625,287.0833333333333,4462.59765625,7240.716796875,327.8880208333333,265.8385416666667,360.4453125,264.4020182291667
164f.3,356.875,1745.5208333333333,5200.666666666667,970.8125,1613.4166666666667,1034.453125,198.72395833333334,5394.126627604167,7054.099934895833,432.0416666666667,222.01041666666666,320.57421875,315.7083333333333
165f.4,250.25,1390.0625,4012.9375,805.125,1048.3645833333333,994.7604166666666,216.65625,4387.426106770833,7270.137369791667,314.2356770833333,239.58854166666666,344.8385416666667,264.45703125
166f.1,323.4244791666667,1258.6041666666667,6916.25,950.5625,933.9895833333334,986.8841145833334,254.28125,4057.6940104166665,7084.528645833333,408.0247395833333,287.3932291666667,289.8307291666667,302.6022135416667
167f.2,379.2083333333333,1911.0651041666667,7604.5625,1124.0,1981.6770833333333,978.14453125,321.2395833333333,5566.750325520833,6890.7587890625,468.46875,238.05208333333334,274.2565104166667,307.3072916666667
168f.7,556.6875,3633.8828125,6011.75,1778.3125,7960.1875,1473.7604166666667,1234.4583333333333,17906.744791666668,5594.727213541667,1161.1002604166667,230.90104166666666,292.037109375,445.4586588541667
169f.1,235.75,1235.375,3171.375,1195.5625,878.8333333333334,990.8997395833334,426.5208333333333,4023.5764973958335,7256.911458333333,439.75,312.8938802083333,312.5804036458333,244.05989583333334
170f.1,149.33333333333334,429.8541666666667,1990.7291666666667,151.75,274.1666666666667,877.3463541666666,130.1953125,1966.455078125,7569.853190104167,395.1041666666667,309.26953125,214.921875,295.890625
171f.4,366.125,1904.5807291666667,5016.395833333333,791.25,1635.7630208333333,1075.6822916666667,241.5751953125,6123.404296875,6837.411458333333,424.9791666666667,342.84375,278.7874348958333,205.83854166666666
172f.7,158.72330729166666,664.6458333333334,4885.916666666667,748.5,1272.125,927.1875,218.87239583333334,3780.6712239583335,7157.646158854167,345.0729166666667,339.5963541666667,265.7802734375,304.1640625
174f.1,301.1380208333333,1261.6875,4335.479166666667,768.1875,882.9583333333334,995.03125,187.56510416666666,3662.5638020833335,7323.538736979167,463.4654947916667,300.1223958333333,336.9895833333333,276.5875651041667
175,257.7083333333333,1334.71875,1728.1666666666667,1360.9375,3952.671875,1195.3958333333333,577.7721354166666,16438.208333333332,6098.9111328125,808.1510416666666,258.3115234375,377.8255208333333,367.3802083333333
176f.3,287.7083333333333,1246.0416666666667,2738.75,519.0625,407.125,936.3072916666666,159.77408854166666,2828.3365885416665,7262.693359375,361.6354166666667,295.6419270833333,295.2962239583333,304.677734375
177f.7,281.5416666666667,1270.3333333333333,4729.833333333333,1186.75,1028.9583333333333,998.3645833333334,307.5989583333333,4427.580078125,7162.042643229167,407.95703125,295.421875,247.63118489583334,229.93684895833334
178f.1,256.625,1290.1744791666667,5426.1875,832.4375,1121.609375,980.421875,375.7161458333333,5439.817057291667,7158.045247395833,450.5,330.1822916666667,252.5400390625,223.38606770833334
179f.17,606.5,3635.1666666666665,6218.333333333333,1884.875,2511.1979166666665,1119.0377604166667,258.0130208333333,9203.647135416666,6606.652669270833,417.2421875,355.6666666666667,319.2942708333333,316.3313802083333
180f.1,544.9016927083334,3019.5755208333335,3921.8333333333335,1816.75,5680.765625,1075.8723958333333,262.953125,9362.288736979166,6189.523763020833,481.849609375,286.8235677083333,234.44661458333334,724.6399739583334
181,671.4166666666666,4336.15625,4992.5,1627.3125,4848.411458333333,1272.7994791666667,351.0833333333333,11107.520182291666,6211.880208333333,580.359375,313.4921875,319.6165364583333,278.306640625
183f.1,778.4114583333334,5443.939453125,2762.8333333333335,1529.125,1956.9166666666667,1336.8059895833333,348.6979166666667,10437.027994791666,6661.0029296875,432.9928385416667,283.5130208333333,290.07421875,285.6031901041667
184f.1,310.9791666666667,1571.7916666666667,5672.854166666667,846.0,1062.78125,990.671875,229.38541666666666,3767.076171875,7139.086588541667,352.5,406.0852864583333,292.7018229166667,250.45833333333334
185f.1,221.12890625,886.4375,3945.6041666666665,509.75,561.9166666666666,950.8229166666666,139.88802083333334,2885.6350911458335,7370.674153645833,332.9694010416667,389.4375,312.2233072916667,285.140625
186,134.16666666666666,388.0833333333333,1181.8333333333333,334.0,395.5,762.59375,112.53385416666667,2740.6240234375,7462.511393229167,416.6979166666667,292.6770833333333,251.10481770833334,216.55859375
187f.3,737.7786458333334,4804.5,8176.4375,1985.625,2714.3645833333335,1239.3098958333333,366.8333333333333,10390.831705729166,6445.979817708333,472.1614583333333,221.439453125,300.7516276041667,283.029296875
"188f,5",348.6243489583333,1632.2708333333333,3999.1875,882.3125,1347.1458333333333,978.0013020833334,309.125,4460.527994791667,7085.075846354167,398.8697916666667,254.0390625,212.38509114583334,263.279296875
189f.4,177.29166666666666,694.3541666666666,6966.75,1020.5625,1431.5208333333333,997.2545572916666,321.3958333333333,4664.025390625,7031.240559895833,396.7083333333333,238.75,254.0625,245.84114583333334
190f.1,215.70833333333334,922.6458333333334,7375.166666666667,1525.5,1984.5,1028.9140625,289.4036458333333,6596.149739583333,6759.137369791667,425.5598958333333,286.0286458333333,327.4921875,282.5110677083333
191f.26,367.4895833333333,1920.4869791666667,5070.916666666667,937.75,1527.2083333333333,1092.9895833333333,296.09375,6948.409505208333,6826.935221354167,393.2096354166667,342.75,267.1302083333333,303.375
192f.21,239.529296875,893.890625,2466.0416666666665,1123.8125,2685.4010416666665,1019.66796875,683.2467447916666,11700.789713541666,6384.410481770833,758.6510416666666,259.7708333333333,309.7132161458333,332.1640625
193f.1,150.52083333333334,684.8333333333334,2101.0,979.5,988.9583333333334,912.4635416666666,234.35416666666666,2795.4453125,7410.937174479167,391.5208333333333,280.6015625,343.0188802083333,222.05598958333334
194,313.8430989583333,1470.5,6494.333333333333,856.0,1584.1171875,1070.40625,316.0625,7196.854166666667,7066.255859375,446.265625,239.72330729166666,279.1920572916667,440.6666666666667
195,402.2395833333333,1885.015625,2358.5208333333335,867.125,9224.208333333334,928.4192708333334,172.0703125,4045.828125,6566.478841145833,464.6653645833333,230.97916666666666,205.48860677083334,1288.4498697916667
196f.1,886.5833333333334,5726.12890625,9456.333333333334,2509.625,3207.8385416666665,1331.3802083333333,499.5520833333333,13811.237630208334,6046.309895833333,452.7571614583333,256.40625,350.7734375,355.7428385416667
197f.1,519.3756510416666,3239.5911458333335,3273.8333333333335,1303.625,1930.5833333333333,1163.0651041666667,408.7083333333333,10225.29296875,6593.415364583333,454.4817708333333,246.83072916666666,297.0221354166667,258.3138020833333
198f.1,158.625,449.3828125,2084.5,715.25,2132.765625,691.84375,203.95833333333334,3592.5999348958335,7204.8212890625,491.130859375,379.9895833333333,263.2259114583333,608.4166666666666
199f.1,159.41666666666666,412.5625,1206.5833333333333,508.0,910.1458333333334,733.2161458333334,232.27083333333334,4064.0390625,7211.9697265625,472.353515625,216.70442708333334,349.2109375,282.708984375
200f.1,190.59635416666666,740.74609375,1932.5,1025.375,4693.807291666667,1090.3645833333333,373.59375,11307.87109375,6334.205729166667,718.2200520833334,229.51822916666666,311.203125,333.166015625
200f.1b,227.08333333333334,871.6822916666666,2062.8333333333335,607.8125,3012.8489583333335,892.4557291666666,270.7916666666667,6612.043619791667,6903.310872395833,711.4501953125,222.89388020833334,248.640625,305.796875
201f.1,163.15625,397.23046875,1340.5833333333333,675.75,2238.3177083333335,820.1796875,188.20833333333334,4660.886067708333,7074.5849609375,568.7083333333334,244.82552083333334,282.3258463541667,456.9475911458333
201f.1b,143.91015625,442.35546875,1285.9583333333333,453.5,1808.6145833333333,783.9791666666666,159.86458333333334,4180.674479166667,7230.156575520833,374.9791666666667,273.7923177083333,292.34375,571.2708333333334
202f.1,195.375,841.99609375,1544.5,521.9375,1869.3802083333333,891.2604166666666,278.1041666666667,5633.608072916667,7060.572265625,550.1848958333334,267.3802083333333,259.0576171875,313.1549479166667
203f.1,188.3984375,643.2708333333334,1068.0,348.375,971.3020833333334,805.9322916666666,185.5625,4086.7438151041665,7565.356119791667,447.4680989583333,310.1041666666667,199.443359375,239.5
204f.1,175.75,561.5677083333334,2833.6666666666665,606.1875,1790.3541666666667,925.4244791666666,213.16536458333334,2955.8873697916665,7134.146158854167,381.9544270833333,280.37109375,265.6197916666667,344.7109375
205d.1,254.04166666666666,1055.875,1862.4375,602.9375,2955.3177083333335,890.8512369791666,366.7916666666667,8383.852213541666,6777.475911458333,544.1666666666666,281.4661458333333,292.6438802083333,494.2913411458333
206,192.97135416666666,760.7630208333334,1527.6666666666667,679.0625,1615.390625,793.68359375,209.77864583333334,4853.296875,7269.657552083333,525.9635416666666,340.1673177083333,297.453125,330.50390625
207f.1,192.99934895833334,762.0494791666666,2099.9791666666665,867.3125,3082.2291666666665,904.3333333333334,660.1184895833334,7388.259765625,6767.634765625,584.0416666666666,322.0169270833333,306.7552083333333,356.0364583333333
208f.1,131.04036458333334,485.8645833333333,1469.1041666666667,901.5,965.828125,826.95703125,273.6666666666667,5098.397135416667,7216.670572916667,510.0729166666667,271.0208333333333,299.35546875,199.97916666666666
209f.1,172.72916666666666,658.46875,2374.0,815.3125,792.1770833333334,797.6875,199.32552083333334,4738.2685546875,7220.962565104167,479.5625,265.0755208333333,258.6858723958333,302.265625
210f.1,211.89583333333334,832.8020833333334,1266.3541666666667,491.25,509.3229166666667,1219.65625,292.4739583333333,13094.166015625,6920.286458333333,567.8098958333334,215.88541666666666,331.70703125,288.0260416666667
211f.1,219.45833333333334,1110.94140625,1884.6666666666667,504.6875,847.8125,873.2239583333334,286.5416666666667,5132.841145833333,7285.596354166667,495.1666666666667,270.0989583333333,264.6106770833333,323.75
212f.1,259.7633463541667,1300.8821614583333,2302.0,1173.875,2754.0208333333335,1095.6803385416667,367.5026041666667,12571.412434895834,6402.55859375,575.62890625,238.33333333333334,262.5706380208333,340.017578125
212f.1b,211.79817708333334,806.8020833333334,1948.5,678.75,1586.0755208333333,902.8046875,198.5625,7993.072916666667,7037.506184895833,515.0911458333334,243.25065104166666,346.6595052083333,228.59375
213f.1,212.35416666666666,814.6822916666666,1734.625,915.1875,1535.5,918.6510416666666,423.3463541666667,7529.227213541667,7065.985026041667,448.7135416666667,262.25,307.0169270833333,282.1953125
214,245.28841145833334,1037.65625,2070.5,829.9375,906.9791666666666,817.0703125,292.7083333333333,5053.149739583333,7299.156575520833,481.8899739583333,307.8854166666667,306.9427083333333,344.3984375
215f.1,194.91666666666666,657.0729166666666,1401.5,541.1875,3759.890625,755.875,201.02604166666666,4941.960286458333,6794.097981770833,530.3541666666666,280.9270833333333,338.150390625,939.5598958333334
216f.2,290.2916666666667,1223.5833333333333,3896.5,1416.75,4922.786458333333,1040.677734375,912.828125,15206.302083333334,5840.655924479167,1642.9401041666667,220.375,438.3772786458333,595.3076171875
217f.1,183.63802083333334,723.9661458333334,1854.8333333333333,650.5,1254.5104166666667,945.6875,302.6145833333333,6681.075520833333,7131.325520833333,525.75,284.9482421875,327.1917317708333,238.29166666666666
218f.1,132.5,534.9388020833334,1539.8333333333333,470.625,4100.989583333333,749.3541666666666,171.97916666666666,4631.08984375,6816.917317708333,434.4453125,264.3473307291667,282.6953125,835.40625
218a,244.91666666666666,985.6354166666666,1766.6666666666667,939.3125,6118.8125,878.7747395833334,339.4270833333333,9266.87109375,6360.9384765625,538.8203125,270.6953125,249.22721354166666,1562.4918619791667
219f.26,234.5,907.9680989583334,1792.8125,1141.4375,4166.682291666667,1170.7447916666667,328.4166666666667,12514.694010416666,6348.1689453125,497.6048177083333,256.09375,328.5651041666667,535.3544921875
220f.1,211.90625,943.1748046875,1837.9375,768.375,3684.5625,930.5494791666666,281.8333333333333,8569.848307291666,6619.772786458333,555.6126302083334,347.64453125,327.28515625,708.3251953125
221f.1,215.41666666666666,804.3958333333334,2071.1875,741.4375,1131.6666666666667,852.2975260416666,348.3333333333333,4507.636067708333,7157.560546875,446.7708333333333,300.2135416666667,274.810546875,290.7239583333333
222f.1,288.375,1509.0716145833333,4891.5,919.125,1093.9375,961.9283854166666,263.1041666666667,4499.9873046875,7083.1953125,394.5833333333333,321.078125,280.37890625,230.73046875
223f.1,220.16666666666666,856.1731770833334,2481.0416666666665,374.0625,1457.8020833333333,907.947265625,106.97916666666667,3545.5498046875,7144.447916666667,455.25,272.486328125,227.89453125,262.072265625
224f.1,237.25,802.125,7998.125,917.1875,843.140625,1033.1041666666667,223.89973958333334,6926.171875,6770.37890625,412.65625,329.1158854166667,310.4596354166667,241.60416666666666
225f.1,362.125,1724.328125,5109.0,644.6875,6636.307291666667,1361.8463541666667,274.0833333333333,15039.8671875,5762.243815104167,390.9739583333333,243.046875,289.8580729166667,1601.8447265625
226f.1,301.3255208333333,1656.6666666666667,8054.104166666667,777.625,1681.34375,1031.6640625,176.40169270833334,5359.483072916667,7018.3232421875,485.1666666666667,338.109375,287.9664713541667,272.4446614583333
227f.1,411.59375,1978.3020833333333,5701.0,1050.5,1731.7239583333333,1010.6575520833334,392.4479166666667,7068.9453125,6836.453450520833,528.3072916666666,213.07356770833334,267.7161458333333,211.10970052083334
228,309.9166666666667,1464.0390625,1817.3333333333333,1131.75,7270.744791666667,1196.984375,450.7395833333333,16242.721354166666,5818.048828125,667.5729166666666,238.30729166666666,660.779296875,1475.421875
229f.7,184.9375,804.21875,1465.4375,418.1875,3225.0625,789.28125,212.47916666666666,5117.79296875,6940.459309895833,472.3020833333333,211.609375,290.2877604166667,757.216796875
230,648.8541666666666,3633.8776041666665,5204.9375,906.25,7775.036458333333,970.1770833333334,203.40625,6857.263671875,6260.859049479167,401.5,292.3567708333333,314.0009765625,1355.333984375
231f.1,346.8541666666667,1900.3333333333333,5924.083333333333,1053.5,1363.3098958333333,1039.8626302083333,394.0,5872.647786458333,6994.8154296875,450.859375,250.5625,296.7291666666667,296.84375
232f.2,306.1041666666667,1262.9446614583333,2343.7916666666665,346.9375,1672.8854166666667,909.4479166666666,197.609375,3628.0061848958335,7177.868815104167,488.109375,253.28841145833334,259.765625,464.109375
233,255.83333333333334,901.3333333333334,2282.5833333333335,1060.0,678.3072916666666,932.8645833333334,403.9153645833333,2995.4791666666665,7316.482096354167,427.6041666666667,370.6458333333333,400.32421875,263.7083333333333
234f.1,169.41666666666666,624.875,4055.6666666666665,1160.4375,921.0625,970.3802083333334,344.2916666666667,3487.3557942708335,7136.043619791667,502.4765625,273.7721354166667,302.400390625,243.28125
235f.1,379.96484375,1967.3333333333333,5663.333333333333,1152.75,1493.2916666666667,1105.1861979166667,449.3876953125,5616.413736979167,7061.806315104167,420.2135416666667,208.546875,275.2805989583333,254.20572916666666
235f.8,490.6666666666667,2646.7786458333335,3413.5833333333335,1345.3125,2513.484375,1090.25,400.8125,9440.048177083334,6697.742513020833,528.5960286458334,274.375,349.8541666666667,349.9798177083333
237f.2,354.5416666666667,1463.1666666666667,5877.479166666667,720.125,1123.6666666666667,1004.6640625,261.4375,4423.184244791667,7084.486002604167,373.8326822916667,276.5546875,277.6666666666667,203.20182291666666
238f.1,384.8958333333333,2057.3333333333335,5246.125,683.0625,1214.7708333333333,1053.125,226.27083333333334,4556.4228515625,7177.458984375,432.4869791666667,315.8626302083333,396.390625,244.78125
239f.1,250.10416666666666,1282.3430989583333,4663.875,795.5625,1492.5104166666667,1008.5556640625,222.91666666666666,5279.483072916667,7089.3232421875,434.4895833333333,257.0703125,232.85611979166666,203.0625
241f.1,263.0442708333333,1050.9791666666667,5250.541666666667,497.0,849.78125,914.2747395833334,228.36458333333334,3555.0240885416665,7230.888346354167,446.1822916666667,282.4173177083333,330.96875,338.6399739583333
242,164.08333333333334,653.203125,1150.7708333333333,920.125,2315.1197916666665,840.1536458333334,343.8333333333333,6523.0966796875,6813.7099609375,498.5403645833333,362.2473958333333,380.0546875,296.3580729166667
244f.1,265.1666666666667,1326.802734375,3456.5,503.625,2174.546875,988.0677083333334,491.125,5270.162109375,6904.2705078125,408.3444010416667,357.5677083333333,340.1171875,203.24772135416666
245f.3,265.5833333333333,1064.8307291666667,2084.7083333333335,1823.75,2381.1041666666665,1176.6549479166667,527.65625,12957.833333333334,6440.527669270833,569.2135416666666,215.04296875,357.1572265625,286.328125
245f.1,223.16666666666666,773.3020833333334,1813.375,740.1875,883.0833333333334,821.6875,254.71875,4459.808919270833,7397.018229166667,622.2916666666666,251.0234375,302.5559895833333,223.6083984375
246,207.16666666666666,602.109375,1496.6666666666667,728.25,6891.078125,776.7838541666666,241.70833333333334,7628.495442708333,6303.315755208333,491.7376302083333,373.3671875,281.2265625,1701.2838541666667
248f.1,215.97916666666666,970.7916666666666,6980.5625,736.1875,833.1458333333334,898.537109375,284.4583333333333,3702.8470052083335,7060.543619791667,342.9765625,248.46875,236.20833333333334,264.861328125
249f.1,593.75,3552.2708333333335,5407.166666666667,1068.125,5869.046875,1048.7740885416667,322.2688802083333,7646.068359375,6393.129557291667,459.9388020833333,269.8138020833333,296.294921875,1134.3776041666667
251,603.8636067708334,3508.28515625,3496.5,1142.625,6077.203125,1147.767578125,247.1875,9929.576822916666,6331.318359375,458.4583333333333,249.01432291666666,334.013671875,1253.9778645833333
252,194.625,1028.8541666666667,4427.166666666667,707.8125,1227.90625,1020.3958333333334,189.79296875,4131.5751953125,7099.865885416667,327.306640625,241.88541666666666,317.86328125,255.41536458333334
253f.1,471.1041666666667,2823.84375,6737.6875,1229.8125,3384.4479166666665,1062.8492838541667,339.0520833333333,7642.918619791667,6533.55859375,715.7701822916666,219.41048177083334,252.56770833333334,338.6875
254,194.72330729166666,757.2643229166666,2635.8333333333335,919.0,4708.442708333333,1097.6354166666667,380.3645833333333,11641.359375,6323.3056640625,928.375,308.1676432291667,291.7884114583333,291.1380208333333
255f.2,480.2604166666667,2957.3463541666665,4927.0,1201.6875,2840.2317708333335,1111.90625,539.0625,10312.067708333334,6490.862630208333,812.333984375,346.5833333333333,298.0299479166667,269.8958333333333
256f.1,485.7083333333333,2509.3333333333335,5830.666666666667,1185.0,1897.6041666666667,1161.8515625,556.578125,7892.120442708333,6706.8232421875,454.9384765625,241.42122395833334,311.875,296.1510416666667
257f.2,299.4010416666667,1422.4583333333333,4822.666666666667,1250.3125,897.3125,1013.7708333333334,381.7135416666667,3824.6614583333335,7173.291341145833,402.5078125,297.4583333333333,265.1549479166667,294.564453125
259f.3,693.4583333333334,4987.666666666667,8251.708333333334,1667.5,3794.796875,1440.5266927083333,424.0572916666667,16769.1279296875,5859.969075520833,701.0911458333334,235.94791666666666,236.076171875,347.0315755208333
260f.1,378.7265625,2163.1458333333335,5478.333333333333,1023.9375,1509.03125,1100.6100260416667,257.4166666666667,5624.158528645833,6986.556966145833,571.1497395833334,353.53125,347.1549479166667,243.81380208333334
261f.1,182.52604166666666,799.2317708333334,2280.6666666666665,740.5625,1264.625,1020.625,337.7109375,3857.2581380208335,7207.322265625,444.4345703125,286.333984375,354.6458333333333,289.1796875
262,204.37760416666666,1185.0416666666667,2097.5625,935.75,1907.8333333333333,1122.7174479166667,602.3385416666666,10900.671223958334,6661.2109375,540.5104166666666,233.63802083333334,332.5963541666667,233.65983072916666
263f.2,672.5625,3521.3307291666665,4295.666666666667,1347.5625,2304.9322916666665,1314.6796875,572.1796875,9986.483072916666,6678.474283854167,498.5416666666667,305.4088541666667,285.1803385416667,323.4075520833333
265f.6,586.7708333333334,3581.3463541666665,3360.3333333333335,1397.25,4494.572916666667,1086.10546875,313.4166666666667,8325.063802083334,6306.8984375,499.4427083333333,349.3216145833333,321.6009114583333,976.3916015625
266f.6,470.8333333333333,2551.66015625,3267.1875,945.0,1937.2395833333333,1321.0833333333333,236.6875,10864.533854166666,6664.130859375,370.10546875,306.515625,253.509765625,368.158203125
267f.8,277.6041666666667,1145.9791666666667,7024.083333333333,423.25,678.9166666666666,940.84375,274.1875,3476.2513020833335,7333.921875,333.0247395833333,250.3828125,347.5390625,247.8125
268f.18,287.0,1643.625,3039.0,1127.25,955.2916666666666,1038.5208333333333,302.5833333333333,5416.353841145833,7083.182291666667,508.9583333333333,347.6051432291667,307.0081380208333,248.31510416666666
269f.5,246.64583333333334,1185.921875,3803.3541666666665,609.75,733.390625,1004.5234375,251.29166666666666,4378.468098958333,7126.351236979167,438.90625,267.9622395833333,282.1901041666667,290.1927083333333
270f.4,189.77311197916666,543.0182291666666,1895.9166666666667,993.8125,3689.3385416666665,870.1171875,523.1666666666666,8061.603841145833,6556.3984375,628.3994140625,256.591796875,279.3743489583333,706.6875
271f.1,334.5416666666667,2166.125,5754.104166666667,1442.125,1332.25,959.38671875,266.8359375,4790.0625,6949.376302083333,533.2708333333334,236.50130208333334,202.61555989583334,292.5442708333333
272f.2,325.9791666666667,1930.0,5162.0,870.3125,973.2916666666666,1059.7369791666667,286.0,4370.208984375,7095.7919921875,412.0130208333333,277.701171875,214.59505208333334,263.2083333333333
273f.1,234.0625,1091.4557291666667,3140.2083333333335,1171.75,4155.911458333333,1018.9375,408.375,10209.666666666666,6467.234375,761.4925130208334,264.8528645833333,562.0455729166666,261.3180338541667
273,247.35416666666666,802.0,4135.5,927.25,1836.0208333333333,937.8046875,196.41666666666666,3667.79296875,7083.033528645833,466.8229166666667,273.0670572916667,337.2962239583333,231.58919270833334
274f.1,178.4375,653.6627604166666,3350.1666666666665,776.75,629.6640625,931.41015625,263.09375,3084.4856770833335,7379.327473958333,375.125,311.458984375,297.6608072916667,348.6875
276,196.03645833333334,968.09375,1575.0,1136.0625,1536.375,1056.75,412.859375,9876.429036458334,6890.378580729167,524.2669270833334,218.50618489583334,299.5546875,266.3619791666667
277,471.7291666666667,3302.5481770833335,3104.9791666666665,946.875,2626.5520833333335,1223.8541666666667,333.25,11286.100260416666,6560.2890625,398.8678385416667,239.4296875,356.6666666666667,261.3541666666667
278,272.0768229166667,1894.5885416666667,2382.8333333333335,763.0,1432.9166666666667,1002.8125,209.546875,4661.730143229167,7130.860026041667,372.4739583333333,235.30989583333334,274.4166666666667,219.83333333333334
279,455.1822916666667,2309.1901041666665,2175.8958333333335,1237.875,2228.0,1227.6393229166667,469.875,9466.014322916666,6714.639973958333,380.8776041666667,239.4140625,310.5445963541667,262.359375
280,240.22916666666666,835.8333333333334,2827.6666666666665,936.125,995.796875,1025.1927083333333,245.921875,3846.6975911458335,7166.996419270833,354.4296875,270.9166666666667,321.25,327.44140625
